4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0,0.6,0.2,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0,0.6,0.4,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0,0.8,0,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0,0.8,0.2,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0,1.0,0,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0,0,0.8
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0,0.2,0.6
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0,0.4,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0,0.6,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0,0.8,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.2,0,0.6
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.2,0.2,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.2,0.4,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.2,0.6,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.4,0,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.4,0.2,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.4,0.4,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.6,0,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.6,0.2,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.2,0.8,0,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0,0,0.6
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0,0.2,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0,0.4,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0,0.6,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0.2,0,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0.2,0.2,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0.2,0.4,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0.4,0,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0.4,0.2,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.4,0.6,0,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.6,0,0,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.6,0,0.2,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.6,0,0.4,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.6,0.2,0,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.6,0.2,0.2,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.6,0.4,0,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.8,0,0,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.8,0,0.2,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,0.8,0.2,0,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.2,0.4,0,1.0,0,0,0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.4,0,0.2,0,0,0,1.0
4,3,0.2,0,0.4,0.2,0.4,0.4,0.4,0,0.2,0,0,0.2,0.8
4,3,0.2,0,0.4,0.2,0.4,0.4,0.4,0,0.2,0,0,0.4,0.6
4,3,0.2,0,0.4,0.2,0.4,0.4,0.4,0,0.2,0,0,0.6,0.4
4,3,0.2,0,0.4,0.2,0.4,0.4,0.4,0,0.2,0,0,0.8,0.2
4,3,0.2,0,0.4,0.2,0.4,0.4,0.4,0,0.2,0,0,1.0,0
